vehicle_type,speed,heading,zone_type,gps_confidence,road_health,distance_to_polygon,hour_of_day,risk_category
Container,21.0,249.4,None,0.983,83.3,2356.3,9,LOW
Ambulance,83.7,67.4,Accident,0.961,12.8,52.7,14,MEDIUM
Car,3.7,315.6,None,0.949,39.1,2704.0,19,LOW
Tanker,97.7,116.8,Hairpin,0.906,16.1,0.0,21,HIGH
Container,109.9,117.3,Accident,0.831,31.7,0.0,4,HIGH
Police,45.2,46.7,Hairpin,0.678,38.2,0.0,2,HIGH
Container,25.5,5.2,None,0.555,85.3,1896.6,12,LOW
Car,62.0,224.2,Flood,0.622,49.8,141.8,14,MEDIUM
Container,42.8,82.2,None,0.861,57.5,713.7,2,LOW
Bike,109.5,352.2,None,0.835,14.8,1418.8,12,MEDIUM
Tanker,74.2,243.2,Bridge,0.892,72.2,0.0,0,MEDIUM
Police,71.4,98.8,None,0.962,73.5,1420.0,17,LOW
Tanker,73.5,300.6,None,0.679,82.3,2886.7,6,MEDIUM
Tanker,59.0,175.4,None,0.815,92.9,1791.3,6,LOW
Truck,65.2,127.4,None,0.81,89.5,2011.2,5,LOW
Police,23.2,309.8,Hospital,0.8,82.2,199.5,10,MEDIUM
Truck,3.3,322.2,None,0.85,15.6,1072.3,9,MEDIUM
Bus,7.4,350.1,None,0.821,44.7,306.0,16,LOW
Lorry,23.2,82.3,Flood,0.733,23.3,0.0,15,MEDIUM
Bike,83.5,347.4,None,0.788,36.9,774.3,14,MEDIUM
Bike,14.3,92.1,Flood,0.979,82.8,30.2,2,MEDIUM
Ambulance,37.7,310.4,None,0.689,22.3,1784.0,16,LOW
Ambulance,55.6,51.7,Hospital,0.549,51.4,0.0,10,MEDIUM
Police,90.5,20.5,None,0.515,38.2,1660.3,21,MEDIUM
Bus,92.4,355.2,Accident,0.974,76.7,0.0,13,HIGH
Car,53.1,300.9,Construction,0.852,50.9,152.7,4,MEDIUM
Bus,13.9,70.5,None,0.866,54.1,1969.8,22,LOW
Bike,25.3,198.4,None,0.9,26.7,908.1,2,LOW
Bike,24.1,65.6,None,0.815,61.4,514.7,4,LOW
Auto,41.2,286.4,Hospital,0.813,81.6,35.8,20,MEDIUM
Auto,74.0,79.2,Flood,0.843,10.1,0.0,21,MEDIUM
Auto,87.2,225.2,None,0.889,18.4,1509.8,18,MEDIUM
Car,101.3,14.4,Hospital,0.868,52.1,0.0,20,HIGH
Tanker,83.7,55.5,RoadBlock,0.968,45.8,165.7,13,MEDIUM
Car,18.8,10.9,None,0.948,92.0,1578.6,20,LOW
Tanker,55.1,18.0,None,0.91,24.5,172.4,7,LOW
Ambulance,49.4,85.3,None,0.95,44.2,2424.2,14,LOW
Car,43.1,269.5,Accident,0.913,60.9,0.0,13,MEDIUM
Lorry,42.6,23.8,None,0.898,12.7,2888.3,19,LOW
Container,73.5,335.0,None,0.985,86.3,2846.8,12,LOW
Container,97.3,265.3,Construction,0.924,74.4,0.0,7,HIGH
Tanker,68.5,355.4,None,0.951,33.5,1095.8,7,LOW
Car,91.8,335.8,None,0.955,18.3,572.1,12,MEDIUM
Ambulance,65.5,54.0,Bridge,0.765,52.4,0.0,10,MEDIUM
Container,82.6,270.6,RoadBlock,0.868,15.0,0.0,15,HIGH
Police,23.4,238.2,None,0.745,34.4,652.8,9,LOW
Truck,20.3,122.8,None,0.847,54.4,969.8,16,LOW
Lorry,65.6,155.7,RoadBlock,0.905,41.0,146.9,11,MEDIUM
Tanker,72.5,334.4,None,0.404,46.0,1047.7,19,MEDIUM
Police,1.2,296.7,None,0.864,20.7,2943.6,17,LOW
Truck,23.6,24.1,None,0.691,25.5,1747.1,4,MEDIUM
Container,32.6,336.9,None,0.93,14.5,253.0,11,LOW
Car,76.1,164.4,RoadBlock,0.982,42.3,0.0,17,MEDIUM
Ambulance,90.3,171.4,None,0.718,28.8,345.6,17,MEDIUM
Auto,51.3,173.1,Construction,0.891,84.1,0.0,3,MEDIUM
Container,50.5,108.9,None,0.662,52.8,1282.5,4,LOW
Bike,17.7,235.7,None,0.738,47.6,437.4,16,LOW
Car,67.4,336.9,Flood,0.895,46.3,166.9,10,MEDIUM
Bike,89.6,219.6,None,0.872,47.2,2059.9,4,MEDIUM
Bike,72.4,25.2,Flood,0.879,13.8,0.0,19,MEDIUM
Ambulance,18.5,315.7,None,0.818,96.2,739.3,18,LOW
Bike,97.5,335.4,None,0.413,77.7,1640.8,22,MEDIUM
Police,74.5,153.8,School,0.932,58.6,0.0,10,MEDIUM
Ambulance,47.4,136.1,None,0.764,56.3,994.6,23,LOW
Car,63.0,116.8,None,0.54,70.4,2435.7,8,LOW
Auto,104.1,143.7,Bridge,0.78,71.9,25.0,1,MEDIUM
Bus,103.2,65.0,None,0.918,47.5,564.7,4,MEDIUM
Lorry,18.8,150.1,Hairpin,0.904,69.6,120.9,22,MEDIUM
Car,17.9,83.9,None,0.882,93.4,1316.9,10,LOW
Ambulance,5.6,14.1,RoadBlock,0.864,11.0,0.0,16,MEDIUM
Police,33.7,14.5,Hairpin,0.785,34.8,142.2,4,MEDIUM
Bike,29.9,324.6,None,0.918,84.9,2436.4,21,LOW
Ambulance,24.7,81.2,None,0.921,29.0,2282.2,5,LOW
Bike,5.6,176.8,None,0.81,24.5,1758.8,17,LOW
Tanker,88.6,272.9,None,0.857,46.8,2071.1,6,MEDIUM
Tanker,6.2,12.4,None,0.969,33.4,2669.6,7,LOW
Tanker,98.5,106.7,None,0.974,84.3,2052.0,22,MEDIUM
Police,90.7,142.5,None,0.94,34.4,335.6,15,LOW
Tanker,109.2,56.1,None,0.72,36.0,1456.3,3,MEDIUM
Bike,68.1,147.6,None,0.842,28.1,2809.9,12,LOW
Bus,75.8,295.6,None,0.88,13.6,2680.7,1,MEDIUM
Truck,109.1,105.6,None,0.947,19.3,465.3,14,MEDIUM
Police,107.7,241.9,RoadBlock,0.653,64.3,0.0,17,MEDIUM
Bike,63.3,154.0,None,0.954,31.0,1913.5,4,LOW
Auto,82.2,78.5,Bridge,0.86,40.7,0.0,1,MEDIUM
Bike,102.2,119.2,Bridge,0.826,12.5,126.6,7,MEDIUM
Ambulance,46.9,196.8,None,0.927,14.5,2682.1,22,LOW
Bus,63.5,202.4,School,0.786,40.7,183.5,5,MEDIUM
Police,44.7,51.4,None,0.558,91.0,2397.4,20,LOW
Tanker,74.4,244.0,None,0.797,29.6,2019.3,9,MEDIUM
Truck,69.7,213.1,Bridge,0.981,22.1,19.8,23,MEDIUM
Car,91.5,329.7,Accident,0.734,80.2,0.0,5,HIGH
Car,0.0,255.7,None,0.877,86.6,2877.1,15,LOW
Tanker,62.2,184.7,Hairpin,0.943,45.0,0.0,9,HIGH
Truck,10.4,113.1,None,0.8,99.6,1789.9,9,LOW
Bike,89.4,117.4,None,0.98,38.4,486.3,4,MEDIUM
Police,69.6,46.1,None,0.848,88.6,1549.9,6,LOW
Container,80.3,222.3,Accident,0.858,19.7,96.2,14,HIGH
Bus,64.4,194.4,School,0.625,67.4,164.2,10,MEDIUM
Auto,4.6,178.8,RoadBlock,0.975,90.8,0.0,19,MEDIUM
Ambulance,64.1,262.1,None,0.852,73.2,1713.7,16,LOW
Ambulance,39.4,327.2,Construction,0.952,73.2,0.0,4,MEDIUM
Lorry,74.3,142.1,School,0.963,20.8,0.0,12,HIGH
Tanker,106.6,135.6,None,0.899,69.2,2993.5,9,MEDIUM
Auto,49.7,127.3,School,0.816,44.9,0.0,20,MEDIUM
Lorry,48.6,232.7,Hairpin,0.779,53.0,120.8,3,MEDIUM
Bus,64.0,144.1,None,0.844,76.1,705.6,21,LOW
Tanker,6.4,198.3,Construction,0.864,82.3,108.5,9,MEDIUM
Lorry,8.7,203.1,Bridge,0.696,23.6,0.0,15,MEDIUM
Auto,65.5,28.9,None,0.867,66.7,2503.1,13,LOW
Police,86.2,99.5,RoadBlock,0.951,56.5,0.0,21,MEDIUM
Truck,103.0,241.3,None,0.913,98.4,349.8,16,MEDIUM
Truck,89.6,100.6,Construction,0.955,14.9,0.0,17,HIGH
Lorry,99.3,137.6,Flood,0.977,84.4,0.0,10,HIGH
Police,38.8,287.1,Construction,0.881,63.9,83.4,6,LOW
Police,105.4,194.3,Hospital,0.619,26.6,12.9,14,HIGH
Police,66.5,274.2,Flood,0.674,49.8,33.5,13,MEDIUM
Car,20.3,72.6,None,0.828,53.5,1210.1,21,LOW
Car,92.3,52.2,None,0.789,60.9,2646.3,8,MEDIUM
Lorry,61.4,344.6,Hospital,0.875,85.8,0.0,13,HIGH
Truck,8.5,61.0,Hairpin,0.665,71.6,0.0,15,MEDIUM
Ambulance,15.7,137.2,Accident,0.766,67.8,0.0,20,MEDIUM
Ambulance,53.9,149.1,None,0.774,45.4,787.1,12,LOW
Ambulance,10.7,64.3,None,0.733,93.0,310.9,2,LOW
Bike,30.9,125.6,Flood,0.909,45.9,82.5,11,LOW
Bike,107.6,64.9,None,0.602,62.1,2514.6,16,LOW
Lorry,88.5,311.0,School,0.898,59.4,0.0,9,HIGH
Bike,57.2,357.8,None,0.949,24.3,2852.9,17,LOW
Lorry,96.8,325.6,Bridge,0.98,42.2,0.0,11,MEDIUM
Lorry,63.3,58.0,Construction,0.991,76.8,0.0,21,MEDIUM
Car,39.0,280.1,Bridge,0.595,81.7,0.0,2,LOW
Car,67.1,175.3,None,0.903,56.2,935.7,19,LOW
Car,0.7,178.1,Bridge,0.964,94.7,35.7,1,LOW
Lorry,51.9,32.8,RoadBlock,0.589,90.7,0.0,4,MEDIUM
Tanker,2.5,309.3,Bridge,0.869,48.7,150.2,18,LOW
Auto,100.4,205.4,None,0.917,37.6,1709.9,7,LOW
Bus,64.7,153.1,Bridge,0.754,56.6,0.0,9,MEDIUM
Bike,31.2,143.7,Accident,0.766,11.8,31.6,21,MEDIUM
Police,97.5,164.6,Hairpin,0.851,99.7,0.0,20,HIGH
Bike,31.6,315.8,None,0.751,87.3,1550.2,22,LOW
Bus,74.2,85.8,None,0.783,28.9,2932.0,12,MEDIUM
Bike,71.0,335.5,None,0.952,96.9,1241.3,7,LOW
Tanker,14.4,241.1,Flood,0.633,38.1,0.0,1,HIGH
Ambulance,71.0,267.5,Flood,0.973,80.5,0.0,7,MEDIUM
Container,40.7,269.7,Hospital,0.924,19.8,0.0,11,MEDIUM
Lorry,34.9,290.4,Hairpin,0.694,78.8,0.0,12,MEDIUM
Auto,75.9,339.3,Hairpin,0.503,56.0,0.0,6,HIGH
Auto,34.3,288.1,RoadBlock,0.782,83.1,0.0,6,MEDIUM
Container,34.4,308.2,None,0.941,32.7,2631.8,0,LOW
Lorry,18.6,19.3,Construction,0.523,25.1,167.5,15,MEDIUM
Auto,60.4,67.9,RoadBlock,0.557,84.6,0.0,7,MEDIUM
Tanker,78.0,37.8,None,0.736,89.1,2203.6,14,LOW
Container,12.4,146.4,None,0.821,32.4,2832.0,8,LOW
Police,32.8,278.4,None,0.819,97.8,1170.5,3,LOW
Police,39.3,123.5,None,0.887,16.6,2023.1,6,LOW
Ambulance,65.5,149.0,Hairpin,0.938,68.4,84.4,7,MEDIUM
Car,50.4,92.1,None,0.581,99.6,1362.3,17,LOW
Auto,101.3,123.9,None,0.806,85.9,2252.6,9,LOW
Container,18.5,43.2,Bridge,0.889,20.7,0.0,18,MEDIUM
Police,38.4,134.6,None,0.822,99.5,774.9,8,LOW
Police,5.9,68.2,None,0.897,50.0,2059.2,14,LOW
Container,56.0,309.3,Accident,0.572,98.8,0.0,23,HIGH
Bus,27.3,193.3,Hairpin,0.923,46.3,47.7,1,HIGH
Truck,90.1,121.1,Hairpin,0.895,26.8,0.0,13,HIGH
Lorry,32.0,149.8,Hospital,0.919,39.7,22.3,4,MEDIUM
Bike,104.9,21.6,None,0.93,80.5,455.2,11,LOW
Auto,69.8,44.5,None,0.921,96.0,816.2,21,LOW
Car,94.6,60.6,None,0.906,83.8,2675.8,0,LOW
Tanker,21.9,102.0,None,0.97,24.4,2104.6,0,LOW
Ambulance,18.4,111.4,Accident,0.906,24.0,0.0,3,HIGH
Lorry,9.6,135.5,RoadBlock,0.824,95.8,71.1,16,LOW
Container,4.7,64.3,None,0.889,19.8,2945.6,12,LOW
Ambulance,42.0,278.3,None,0.988,94.4,2761.2,18,LOW
Lorry,97.6,224.5,None,0.928,23.4,1829.8,21,MEDIUM
Truck,89.6,137.2,Hairpin,0.874,67.9,0.0,12,HIGH
Bike,76.6,130.1,None,0.716,26.2,418.6,1,MEDIUM
Bus,97.2,123.1,Hospital,0.522,31.7,0.0,13,HIGH
Container,8.9,52.8,Construction,0.848,53.5,25.5,1,MEDIUM
Auto,33.8,332.5,None,0.953,59.9,1650.2,8,LOW
Truck,21.5,59.7,None,0.729,40.5,2861.0,17,LOW
Car,81.2,214.5,Accident,0.987,92.7,0.0,0,HIGH
Auto,37.6,345.2,Flood,0.778,83.1,69.0,12,LOW
Tanker,47.7,304.6,Accident,0.698,86.1,79.6,7,MEDIUM
Ambulance,5.6,144.3,None,0.652,67.1,640.6,12,LOW
Bus,82.4,195.9,Hospital,0.647,29.4,193.5,23,HIGH
Car,78.7,343.6,Construction,0.595,73.7,0.0,7,MEDIUM
Container,49.1,44.3,None,0.683,23.8,2211.5,10,LOW
Tanker,66.0,262.5,None,0.861,68.4,298.5,15,LOW
Bike,98.7,42.9,None,0.814,52.6,2578.2,13,LOW
Auto,37.4,312.2,None,0.842,48.7,579.9,2,LOW
Tanker,77.7,192.2,Bridge,0.929,39.0,112.4,2,MEDIUM
Bus,94.4,239.4,None,0.791,14.8,2205.6,22,MEDIUM
Bus,13.3,108.7,None,0.596,44.2,1889.9,10,LOW
Truck,106.7,261.2,School,0.849,70.0,0.0,14,HIGH
Tanker,66.3,175.8,Construction,0.885,82.5,0.0,2,MEDIUM
Police,9.3,156.6,None,0.965,41.2,2805.3,3,LOW
Container,101.5,180.4,Hospital,0.861,59.8,148.4,19,HIGH
Ambulance,53.4,30.7,School,0.773,53.5,0.0,13,MEDIUM
Truck,8.2,38.1,Bridge,0.697,79.2,13.3,16,LOW
Ambulance,63.4,42.8,Accident,0.912,48.0,0.0,8,MEDIUM
Police,49.4,207.4,Flood,0.483,43.0,0.0,5,MEDIUM
Ambulance,84.3,346.9,None,0.83,51.0,1497.9,15,MEDIUM
Container,83.4,101.2,None,0.897,92.2,1870.1,7,MEDIUM
Police,60.1,89.7,RoadBlock,0.929,19.0,0.0,3,MEDIUM
Car,106.0,135.3,None,0.756,61.8,465.7,10,MEDIUM
Ambulance,64.0,275.1,None,0.914,66.1,480.7,14,LOW
Auto,34.1,72.4,Flood,0.813,26.6,0.0,10,MEDIUM
Lorry,52.2,81.1,None,0.794,23.3,2955.5,10,LOW
Ambulance,23.0,46.8,None,0.944,11.9,199.9,9,LOW
Police,49.0,293.2,Bridge,0.878,22.0,0.0,12,LOW
Ambulance,82.7,337.9,None,0.473,39.9,2132.3,3,MEDIUM
Lorry,84.2,333.7,Accident,0.935,44.9,57.3,17,MEDIUM
Police,33.5,352.9,RoadBlock,0.806,82.2,0.0,9,MEDIUM
Truck,95.6,64.9,None,0.959,50.0,2252.9,21,MEDIUM
Tanker,25.1,21.0,Bridge,0.993,46.0,0.0,21,LOW
Ambulance,64.2,317.5,None,0.965,73.1,1291.1,2,LOW
Auto,55.5,2.6,None,0.734,98.1,1320.1,18,LOW
Bike,55.2,326.7,None,0.639,51.1,1477.8,17,LOW
Container,42.5,347.0,Hospital,0.766,16.2,0.0,7,HIGH
Container,45.9,315.1,Accident,0.923,97.5,103.0,19,MEDIUM
Ambulance,32.0,168.5,None,0.674,36.8,2362.1,13,LOW
Truck,51.9,81.7,None,0.938,98.9,1507.2,7,LOW
Bike,19.7,319.9,Bridge,0.775,26.6,0.0,11,MEDIUM
Auto,2.4,278.0,Flood,0.403,12.4,0.0,0,HIGH
Tanker,1.2,273.5,None,0.549,45.0,2673.5,2,MEDIUM
Bus,98.3,120.6,None,0.43,96.3,514.2,9,MEDIUM
Lorry,63.8,101.4,None,0.979,62.1,339.5,11,LOW
Police,17.0,157.8,None,0.666,37.3,2903.0,10,LOW
Car,103.9,120.2,Construction,0.87,95.4,0.0,10,MEDIUM
Bus,17.8,344.9,Bridge,0.818,72.4,146.9,5,LOW
Container,109.5,103.2,None,0.667,98.0,2574.6,14,MEDIUM
Ambulance,54.8,216.6,Accident,0.985,99.1,0.0,20,MEDIUM
Ambulance,40.8,277.2,School,0.955,80.4,97.4,19,MEDIUM
Police,87.3,207.0,None,0.943,55.4,856.5,12,LOW
Lorry,1.0,232.7,RoadBlock,0.728,74.6,0.0,22,MEDIUM
Truck,10.2,164.4,Construction,0.902,96.2,50.3,5,LOW
Lorry,38.3,321.5,None,0.995,71.9,893.1,3,LOW
Police,81.0,18.5,None,0.98,54.2,1030.1,19,LOW
Ambulance,21.1,111.1,Construction,0.952,98.5,0.0,11,MEDIUM
Auto,74.9,257.0,Accident,0.556,63.7,148.2,22,HIGH
Auto,23.2,302.1,Hospital,0.823,22.0,190.7,4,MEDIUM
Lorry,8.0,71.5,None,0.807,36.1,792.4,3,LOW
Bus,23.5,147.6,None,0.963,97.9,2868.5,13,LOW
Auto,88.0,86.8,None,0.932,80.0,2589.1,13,LOW
Bike,92.9,129.1,Accident,0.845,10.9,82.4,5,HIGH
Bus,36.2,248.9,Accident,0.676,50.2,0.0,14,HIGH
Container,76.2,354.5,School,0.602,24.1,0.0,4,HIGH
Ambulance,62.5,98.6,None,0.824,61.2,1932.0,13,LOW
Ambulance,57.1,18.4,None,0.987,55.4,1036.1,15,LOW
Auto,28.4,166.6,School,0.915,82.7,0.0,9,MEDIUM
Lorry,12.5,231.2,None,0.574,57.6,199.7,5,LOW
Auto,70.3,29.2,None,0.847,72.2,2405.5,17,LOW
Auto,18.0,37.4,Construction,0.65,19.6,0.0,17,MEDIUM
Container,95.5,297.3,Hairpin,0.931,94.9,122.5,14,MEDIUM
Ambulance,91.8,255.0,Construction,0.928,40.7,199.5,20,MEDIUM
Tanker,29.0,100.2,Hairpin,0.797,97.8,0.0,8,MEDIUM
Truck,90.4,232.0,None,0.826,92.1,1373.5,3,MEDIUM
Lorry,4.4,130.1,RoadBlock,0.843,48.4,94.3,18,MEDIUM
Auto,102.1,230.1,None,0.967,42.4,1485.8,5,LOW
Lorry,39.1,245.0,RoadBlock,0.953,21.3,0.0,18,MEDIUM
Tanker,4.4,214.6,Accident,0.902,16.9,0.0,22,HIGH
Auto,90.3,87.8,None,0.856,19.2,2742.2,16,MEDIUM
Truck,90.3,272.9,Flood,0.747,59.2,0.0,1,HIGH
Bus,83.2,209.1,Flood,0.941,62.9,0.0,4,HIGH
Lorry,1.9,17.6,None,0.89,63.7,895.2,15,LOW
Tanker,2.9,263.9,None,0.686,28.5,1122.2,12,LOW
Truck,13.9,46.6,None,0.971,83.2,1778.4,16,LOW
Container,68.0,280.5,None,0.782,67.6,1011.1,15,LOW
Car,105.4,12.0,Hospital,0.798,31.2,99.4,14,HIGH
Container,100.6,76.0,Hospital,0.782,23.2,129.5,12,HIGH
Ambulance,25.6,56.3,RoadBlock,0.748,50.3,0.0,8,MEDIUM
Tanker,108.2,104.9,None,0.752,92.4,870.5,17,MEDIUM
Auto,98.5,37.1,None,0.659,70.9,974.6,10,MEDIUM
Car,20.7,109.0,Hairpin,0.671,21.7,0.0,20,HIGH
Police,21.7,35.0,School,0.583,70.9,0.0,5,MEDIUM
Car,69.2,95.5,None,0.534,84.9,2975.7,6,LOW
Bus,18.0,248.3,None,0.958,19.6,2364.0,5,LOW
Tanker,100.1,137.4,Hospital,0.993,78.6,187.3,11,MEDIUM
Container,103.5,62.7,Accident,0.854,34.1,0.0,12,HIGH
Lorry,69.6,258.9,None,0.69,84.1,781.6,20,LOW
Truck,71.8,145.5,School,0.771,99.9,0.0,15,MEDIUM
Auto,29.2,238.0,Bridge,0.867,22.2,195.5,21,LOW
Car,106.1,58.8,None,0.915,44.0,356.4,3,MEDIUM
Ambulance,37.6,352.3,Flood,0.856,35.3,0.0,2,MEDIUM
Truck,6.2,43.2,Construction,0.865,50.1,0.0,10,MEDIUM
Tanker,80.5,62.5,Flood,0.987,58.1,0.0,4,HIGH
Bus,52.2,293.0,Hospital,0.932,47.0,121.3,18,MEDIUM
Bus,69.3,149.8,None,0.895,55.5,571.3,11,LOW
Bus,105.6,305.7,None,0.648,10.8,157.9,19,MEDIUM
Lorry,64.5,163.5,Hospital,0.827,49.8,0.0,4,HIGH
Auto,25.6,291.9,None,0.637,84.7,1305.3,11,LOW
Container,28.4,311.3,Flood,0.452,66.4,0.0,8,MEDIUM
Lorry,109.5,172.4,None,0.484,54.3,657.7,22,MEDIUM
Tanker,51.0,88.2,RoadBlock,0.755,66.8,109.0,19,MEDIUM
Ambulance,14.2,134.9,None,0.943,29.8,577.2,20,LOW
Lorry,44.7,332.6,None,0.879,98.6,2032.6,12,LOW
Police,31.4,210.3,Hospital,0.873,79.9,135.0,0,MEDIUM
Container,67.6,320.4,Flood,0.953,75.9,0.0,18,MEDIUM
Bike,23.3,85.8,Accident,0.981,89.1,0.0,2,MEDIUM
Truck,37.6,121.5,School,0.78,65.5,0.0,6,MEDIUM
Car,68.5,110.9,None,0.952,95.2,1278.7,16,LOW
Bike,84.9,173.7,None,0.797,86.5,938.5,13,LOW
Truck,104.7,17.9,Flood,0.967,11.5,0.0,2,HIGH
Bike,4.9,51.4,RoadBlock,0.882,84.0,0.0,17,MEDIUM
Auto,59.6,165.0,Hospital,0.785,78.9,0.0,22,MEDIUM
Lorry,16.4,232.7,Hairpin,0.867,96.6,0.0,2,HIGH
Truck,8.0,225.0,None,0.942,55.2,1419.4,19,LOW
Tanker,82.9,47.6,Accident,0.701,86.8,0.0,0,HIGH
Car,10.9,32.6,Accident,0.914,19.1,0.0,11,MEDIUM
Tanker,39.2,283.2,Accident,0.978,88.6,0.0,4,MEDIUM
Tanker,95.3,213.1,Construction,0.951,78.3,0.0,10,HIGH
Tanker,55.7,292.5,Hospital,0.729,45.5,0.0,22,HIGH
Truck,54.2,169.4,None,0.903,40.0,1526.6,14,LOW
Car,63.0,85.6,None,0.597,31.5,2852.9,18,LOW
Bus,33.6,60.6,None,0.749,59.0,1700.0,3,MEDIUM
Truck,39.2,160.6,Bridge,0.779,51.2,152.1,16,LOW
Car,22.7,254.6,Bridge,0.885,60.7,0.0,15,LOW
Bus,81.6,18.8,Accident,0.75,75.0,0.0,17,HIGH
Ambulance,99.7,45.5,Bridge,0.974,94.9,0.0,7,MEDIUM
Container,41.4,331.5,None,0.606,99.0,868.6,2,LOW
Truck,73.9,18.7,Hairpin,0.605,35.6,0.0,7,HIGH
Car,83.2,193.7,None,0.939,82.2,1452.5,2,MEDIUM
Tanker,39.8,38.9,None,0.806,53.9,1912.8,10,LOW
Police,104.1,208.1,School,0.788,12.9,0.0,6,HIGH
Tanker,79.6,48.8,Bridge,0.782,43.5,0.0,11,MEDIUM
Police,53.8,146.3,RoadBlock,0.78,57.4,112.8,17,MEDIUM
Lorry,18.8,71.0,Flood,0.992,97.3,0.0,13,MEDIUM
Bike,88.3,282.9,None,0.858,67.9,2370.0,20,LOW
Car,103.1,248.4,None,0.902,16.5,2139.5,0,MEDIUM
Ambulance,44.3,330.3,None,0.747,40.3,1266.6,3,LOW
Lorry,5.6,178.2,None,0.945,82.3,544.9,15,LOW
Bus,40.3,134.0,None,0.915,43.0,406.8,2,LOW
Lorry,69.1,43.6,None,0.996,25.7,1198.2,22,MEDIUM
Police,92.7,231.3,Hospital,0.846,18.5,109.3,3,HIGH
Ambulance,81.5,271.7,Hospital,0.676,17.8,93.3,18,HIGH
Bus,19.1,121.2,Bridge,0.874,69.7,0.0,8,MEDIUM
Ambulance,23.7,43.3,None,0.802,55.1,2946.1,10,LOW
Lorry,10.7,108.8,Hospital,0.456,59.4,0.0,4,HIGH
Auto,71.8,91.8,Construction,0.93,60.6,0.0,3,MEDIUM
Police,78.5,74.5,None,0.873,50.7,514.1,13,LOW
Container,42.8,341.7,RoadBlock,0.923,17.5,0.0,9,MEDIUM
Truck,34.3,281.1,Hospital,0.935,43.1,0.0,21,MEDIUM
Auto,89.0,129.9,Hairpin,0.9,94.0,0.0,10,MEDIUM
Lorry,63.5,232.5,None,0.866,42.3,336.3,12,MEDIUM
Tanker,21.3,341.3,None,0.969,74.5,1660.5,5,LOW
Ambulance,56.0,87.3,None,0.896,35.8,817.6,17,LOW
Lorry,71.0,233.7,Construction,0.915,98.2,0.0,3,MEDIUM
Bus,78.1,2.6,Construction,0.823,97.2,0.0,1,HIGH
Lorry,50.4,339.3,Flood,0.818,52.3,0.0,12,MEDIUM
Truck,64.0,128.1,None,0.546,40.5,2813.0,2,MEDIUM
Truck,100.3,75.2,RoadBlock,0.73,90.1,120.5,14,MEDIUM
Truck,58.3,10.0,None,0.547,76.8,911.3,3,LOW
Police,62.1,31.6,Hairpin,0.638,35.0,0.0,18,HIGH
Ambulance,36.2,158.2,None,0.809,88.6,273.3,0,LOW
Ambulance,97.7,118.1,Accident,0.762,41.7,0.0,6,HIGH
Tanker,43.6,71.5,None,0.728,55.5,2966.3,14,LOW
Car,51.2,20.9,Bridge,0.962,79.0,54.4,9,LOW
Bike,65.0,259.0,None,0.823,60.6,1702.8,1,LOW
Ambulance,12.6,45.3,Flood,0.777,53.6,0.0,6,MEDIUM
Bike,60.7,302.0,Bridge,0.827,65.4,81.7,17,LOW
Ambulance,4.5,124.7,None,0.974,83.0,260.5,15,LOW
Police,59.2,25.3,None,0.836,74.3,2781.5,18,LOW
Ambulance,56.9,42.0,None,0.742,66.0,129.1,5,LOW
Auto,21.4,176.4,Bridge,0.752,64.3,0.0,8,LOW
Police,45.2,78.2,None,0.837,28.1,332.2,18,LOW
Bus,52.2,3.6,Construction,0.839,14.7,0.0,21,MEDIUM
Bike,93.0,286.9,Hairpin,0.688,98.3,0.0,18,HIGH
Ambulance,24.8,76.0,None,0.706,12.2,2522.2,5,LOW
Auto,40.2,302.1,None,0.875,16.8,826.0,23,LOW
Auto,73.6,318.9,School,0.975,97.1,54.5,22,MEDIUM
Auto,54.4,30.9,Flood,0.401,40.1,104.8,6,MEDIUM
Police,64.4,3.0,None,0.756,77.9,2870.0,5,LOW
Truck,26.4,116.1,Hairpin,0.975,72.7,0.0,19,MEDIUM
Bike,42.5,150.9,None,0.833,17.0,2149.7,0,LOW
Auto,101.2,97.2,RoadBlock,0.928,46.9,0.0,10,HIGH
Container,5.4,68.6,Hairpin,0.993,86.9,0.0,4,MEDIUM
Bus,30.0,42.2,Construction,0.789,63.7,73.8,11,MEDIUM
Container,88.8,187.9,None,0.871,37.8,2621.7,18,MEDIUM
Tanker,84.1,89.0,None,0.698,43.4,1554.9,4,MEDIUM
Ambulance,79.8,40.7,None,0.948,82.7,2109.3,20,LOW
Bike,61.1,251.1,None,0.808,67.5,1080.2,7,LOW
Bus,99.8,210.9,None,0.938,54.5,2694.8,9,MEDIUM
Tanker,29.4,147.4,Flood,0.834,38.9,0.0,23,MEDIUM
Auto,26.3,150.1,None,0.945,61.5,1381.4,18,LOW
Auto,38.1,268.0,None,0.8,23.7,477.9,19,LOW
Auto,38.0,290.0,Construction,0.574,69.0,0.0,4,MEDIUM
Truck,95.1,111.1,Bridge,0.938,81.1,0.0,10,MEDIUM
Truck,74.5,288.4,None,0.874,82.8,954.6,14,LOW
Lorry,62.8,267.6,Bridge,0.89,93.7,109.5,2,LOW
Truck,72.8,324.3,School,0.875,87.1,0.0,12,HIGH
Ambulance,9.8,157.2,Accident,0.931,84.5,0.0,15,MEDIUM
Container,65.6,32.2,None,0.84,51.4,748.4,3,MEDIUM
Auto,102.7,123.7,Bridge,0.97,31.4,0.0,14,MEDIUM
Car,18.8,40.7,None,0.873,71.1,314.8,0,LOW
